datetime,AAPL,AXP,BA,GE,JNJ,JPM,KO,MCD,MSFT,VZ,WMT,XOM
2010-04-21,9.25786,45.99,74.16,146.38461,65.39,45.35,27.095,70.36,31.33,27.724,54.47,68.92
2010-04-22,9.51679,46.77,75.59,145.76923,64.78,44.74,27.155,71.03,31.39,27.46139,54.49,68.56
2010-04-23,9.6725,48.05,75.13,146.69231,65.04,44.94,26.94,71.15,30.96,27.24567,54.53,69.24
2010-04-26,9.625,47.14,74.34,148.46153,64.76,43.89,26.865,71.02,31.11,27.14251,54.04,69.29
2010-04-27,9.35857,45.79,72.48,143.84616,64.28,42.41,26.435,70.53,30.85,26.96431,54.04,68.27
2010-04-28,9.34286,46.08,72.37,145.76923,64.62,43.46,26.68,70.34,30.91,27.31133,53.61,69.19
2010-04-29,9.59429,47.6,73.79,149.92308,65.01,44.0,26.87,71.52,31.0,27.40512,53.7,68.66
2010-04-30,9.32464,46.12,72.43,145.07692,64.3,42.58,26.725,70.59,30.54,27.10499,53.64,67.77
2010-05-03,9.5125,47.2,74.39,148.15384,65.33,43.53,26.88,71.42,30.86,27.47077,53.74,67.84
2010-05-04,9.23857,45.86,72.79,142.92308,64.7,42.47,26.59,70.64,30.13,26.96431,54.02,66.47
2010-05-05,9.1425,44.43,71.0,139.23077,65.14,42.63,26.83,70.66,29.85,26.89866,54.77,66.17
2010-05-06,8.79464,42.5,67.97,133.15384,63.4,40.81,26.15,69.42,28.98,26.27027,53.23,63.89
2010-05-07,8.42357,40.6,66.72,129.84616,63.31,40.76,26.335,68.01,28.21,26.43909,52.4,63.7
2010-05-10,9.07107,43.09,71.0,138.76923,64.75,41.95,27.02,70.58,28.94,26.833,52.58,65.23
2010-05-11,9.16143,43.33,71.42,138.46153,64.67,41.55,26.805,70.48,28.88,26.63605,52.46,64.46
2010-05-12,9.36036,44.1,72.87,141.84616,64.9,41.69,27.01,70.67,29.44,26.91741,52.48,64.91
2010-05-13,9.22714,42.81,71.76,138.84616,64.67,40.81,26.745,70.5,29.24,26.90804,52.4,64.74
2010-05-14,9.065,40.64,69.82,135.69231,63.97,39.89,26.67,69.59,28.93,26.73922,52.12,63.6
2010-05-17,9.07929,41.22,69.68,135.07692,63.88,39.84,26.705,70.14,28.94,26.8799,52.73,63.27
2010-05-18,9.01286,39.84,67.72,132.53847,62.97,39.02,26.55,70.02,28.6,26.6548,53.71,62.79
2010-05-19,8.86929,40.17,66.21,132.76923,62.22,39.38,26.56,69.4,28.24,26.73922,53.04,62.45
2010-05-20,8.49143,38.62,63.0,125.07692,60.55,37.83,25.77,67.66,27.11,26.0358,51.3,60.33
2010-05-21,8.65429,39.82,64.56,126.30769,60.88,40.05,25.795,67.86,26.84,26.22338,51.37,60.88
2010-05-24,8.81286,39.04,63.15,123.15385,60.57,38.62,25.73,67.66,26.27,25.78257,51.0,60.19
2010-05-25,8.75786,39.0,62.78,122.69231,60.35,38.94,25.31,67.84,26.07,25.69816,50.28,59.71
2010-05-26,8.71821,38.17,63.26,123.15385,59.66,38.78,25.04,66.01,25.01,25.25735,50.02,59.31
2010-05-27,9.04821,40.33,65.13,128.15384,59.03,40.42,25.615,67.2,26.0,25.86698,50.7,61.46
2010-05-28,9.17429,39.87,64.18,125.76923,58.3,39.58,25.7,66.87,25.8,25.81071,50.56,60.46
2010-06-01,9.31536,39.19,62.95,122.92308,58.76,38.54,25.645,66.36,25.89,25.51996,50.92,59.25
2010-06-02,9.42679,40.97,64.34,125.76923,59.73,39.55,26.205,67.77,26.46,25.87636,51.72,60.77
2010-06-03,9.39714,40.54,64.31,126.53846,59.77,39.1,26.375,67.85,26.86,25.92325,51.72,61.56
2010-06-04,9.14143,38.41,61.15,120.84615,58.01,37.62,25.635,66.7,25.79,25.51996,50.4,59.53
2010-06-07,8.96214,37.71,60.11,118.53846,58.0,36.72,25.4,66.75,25.29,25.39803,50.74,59.3
2010-06-08,8.90464,38.43,61.02,119.07692,58.64,37.78,25.78,68.38,25.11,25.96077,50.78,61.24
2010-06-09,8.68571,38.11,61.71,117.84615,58.17,37.12,25.675,68.26,24.79,26.05456,50.99,60.03
2010-06-10,8.94679,40.03,63.89,120.61539,58.5,38.29,26.225,69.37,25.0,26.57977,51.22,61.89
2010-06-11,9.05393,40.13,65.38,119.69231,58.46,38.09,25.825,69.54,25.66,26.78611,50.86,61.86
2010-06-14,9.08143,39.89,64.82,118.38461,58.42,37.33,25.755,69.3,25.5,26.85176,51.24,61.37
2010-06-15,9.27464,41.59,67.48,121.46154,59.14,38.25,26.09,70.4,26.58,27.30195,51.64,62.51
2010-06-16,9.54464,42.34,67.03,121.92308,59.24,38.52,26.2,70.29,26.32,27.3676,50.98,62.51
2010-06-17,9.70964,42.06,67.26,122.38461,59.18,38.44,26.18,70.05,26.37,27.28319,51.41,62.6
2010-06-18,9.78821,42.03,67.96,122.69231,59.18,39.18,26.155,69.88,26.44,27.32071,51.55,63.1
2010-06-21,9.64893,42.6,67.97,123.84615,59.13,38.87,26.24,69.92,25.95,27.25505,51.02,63.13
2010-06-22,9.78036,41.94,66.28,121.46154,59.16,38.33,26.23,68.64,25.77,27.25505,50.68,61.94
2010-06-23,9.6775,42.17,67.45,118.38461,59.24,38.89,26.12,68.63,25.31,27.50828,50.81,61.1
2010-06-24,9.60714,41.06,67.43,116.0,59.6,38.03,25.9,67.73,25.0,27.16126,50.03,60.07
2010-06-25,9.525,42.67,68.77,114.69231,58.7,39.44,25.13,67.42,24.53,26.77673,48.8,59.1
2010-06-28,9.58214,42.11,67.3,115.38461,59.45,38.54,25.54,67.33,24.31,26.92679,49.57,58.47
2010-06-29,9.14893,40.09,63.04,111.38461,59.24,37.06,25.165,66.46,23.31,26.84238,48.9,57.29
2010-06-30,8.98321,39.7,62.75,110.92308,59.06,36.61,25.06,65.87,23.01,26.27965,48.07,57.07
2010-07-01,8.87429,39.48,62.26,108.61539,59.07,36.08,25.015,66.71,23.16,26.38282,48.34,56.61
2010-07-02,8.81929,39.42,61.94,106.76923,59.08,35.83,25.025,66.14,23.27,26.81,48.0,56.57
2010-07-06,8.87964,39.21,61.36,107.46154,59.08,36.33,25.215,66.11,23.82,26.61,48.57,57.46
2010-07-07,9.23821,41.15,63.3,112.46154,60.61,38.15,25.735,67.31,24.3,26.52,48.92,58.43
2010-07-08,9.2175,42.12,64.73,114.07692,61.38,38.16,26.21,69.02,24.41,26.78,49.18,58.81
2010-07-09,9.27214,42.58,64.66,115.0,60.54,38.85,26.2,69.22,24.27,26.65,49.43,58.78
2010-07-12,9.18893,42.83,64.34,114.84615,60.21,39.19,26.225,69.94,24.83,26.49,50.12,58.94
2010-07-13,8.99286,44.17,64.43,117.0,60.5,40.48,26.36,70.84,25.13,26.89,50.54,59.42
2010-07-14,9.02607,43.7,64.75,116.92308,60.62,40.35,26.41,70.9,25.44,26.84,50.35,59.26
2010-07-15,8.98036,43.43,64.37,117.30769,60.26,40.46,26.425,71.33,25.51,26.8,50.41,59.27
2010-07-16,8.925,41.38,61.9,111.92308,59.44,39.0,26.185,69.94,24.89,26.69,49.67,57.96
2010-07-19,8.77071,41.58,63.18,112.46154,59.57,39.04,26.135,69.91,25.23,26.72,49.52,58.43
2010-07-20,8.99607,42.06,63.88,114.92308,58.58,39.63,26.62,70.87,25.48,26.67,50.88,58.95
2010-07-21,9.08,41.15,63.18,114.15385,57.12,38.42,27.04,70.11,25.12,26.52,50.35,58.17
2010-07-22,9.25071,43.19,66.6,117.0,57.02,39.35,27.13,71.4,25.84,27.0,50.86,59.38
2010-07-23,9.28357,44.79,67.93,120.84615,57.63,39.83,27.375,69.9,25.81,28.02,51.67,59.72
2010-07-26,9.26,45.43,68.85,124.15385,57.74,40.33,27.47,70.87,26.1,28.28,51.13,60.39
2010-07-27,9.43143,44.55,68.62,124.46154,58.1,40.69,27.525,70.4,26.16,28.59,50.96,60.81
2010-07-28,9.32,44.58,67.32,123.46154,57.83,40.32,27.44,69.77,25.95,28.91,51.13,60.91
2010-07-29,9.21821,44.56,67.22,124.23077,57.83,40.21,27.495,69.38,26.03,28.88,51.06,60.34
2010-07-30,9.1875,44.64,68.14,124.0,58.09,40.28,27.555,69.73,25.81,29.06,51.19,59.68
2010-08-02,9.35179,44.99,69.69,126.23077,58.72,41.64,28.205,70.25,26.33,29.56,51.41,61.94
2010-08-03,9.35464,44.6,69.54,126.15385,59.35,41.08,28.19,70.45,26.16,29.54,51.29,62.72
2010-08-04,9.39214,44.11,69.25,126.76923,59.74,41.29,28.275,70.69,25.73,29.4,51.6,62.72
2010-08-05,9.34643,43.22,68.71,127.07692,59.76,41.27,28.185,70.45,25.37,29.55,51.62,62.71
2010-08-06,9.28893,43.5,68.7,126.53846,59.96,40.44,28.375,71.74,25.55,29.55,51.79,61.97
2010-08-09,9.34821,43.75,68.99,126.0,60.05,39.82,28.555,72.92,25.61,29.86,52.06,62.45
2010-08-10,9.26464,44.09,68.62,125.0,59.43,39.17,28.49,72.84,25.07,30.02,52.22,61.93
2010-08-11,8.93536,42.96,65.6,120.76923,58.5,37.77,28.02,71.57,24.86,29.56,51.02,60.39
2010-08-12,8.9925,42.15,64.7,119.23077,58.52,37.81,27.845,72.06,24.49,30.32,50.43,60.23
2010-08-13,8.89643,41.73,64.84,118.30769,58.15,37.5,27.865,71.89,24.4,30.03,50.4,59.91
2010-08-16,8.84429,41.54,64.4,118.92308,58.01,37.69,27.94,71.79,24.5,29.96,50.41,59.88
2010-08-17,8.99893,41.74,65.99,119.84615,59.22,37.48,28.06,73.22,24.71,30.17,51.02,60.82
2010-08-18,9.03821,41.69,66.0,120.76923,59.35,37.89,27.92,73.25,24.82,30.15,50.86,60.15
2010-08-19,8.92429,40.96,64.62,117.30769,58.72,37.07,27.64,72.97,24.44,29.62,50.06,59.29
2010-08-20,8.91571,40.76,64.6,115.61539,58.74,37.14,27.65,73.08,24.23,29.37,50.22,58.89
2010-08-23,8.77857,40.2,63.3,114.53846,58.87,36.88,27.8,73.34,24.28,29.41,51.14,59.5
2010-08-24,8.56893,39.57,60.93,112.07692,58.01,36.21,27.83,72.72,24.04,29.47,51.3,58.94
2010-08-25,8.67464,39.8,60.76,112.07692,57.98,36.23,27.695,73.19,24.1,29.66,51.55,58.91
2010-08-26,8.58143,39.73,61.32,111.53846,57.8,35.63,27.58,73.16,23.82,29.5,50.97,58.48
2010-08-27,8.62929,40.91,63.16,113.15385,57.6,36.6,28.08,73.99,23.93,29.84,51.0,59.8
2010-08-30,8.66071,39.89,62.1,111.69231,57.3,35.85,27.775,72.74,23.64,29.44,50.55,59.0
2010-08-31,8.68214,39.87,61.13,111.38461,57.02,36.36,27.94,73.06,23.47,29.53,50.14,59.11
2010-09-01,8.94036,41.07,62.29,115.46154,58.29,37.74,28.655,74.54,23.9,30.26,51.2,60.91
2010-09-02,9.00607,40.88,63.39,116.53846,58.61,38.16,28.69,75.02,23.94,30.11,51.76,61.06
2010-09-03,9.24179,41.8,64.64,118.38461,58.93,39.17,28.78,75.09,24.29,30.2,52.04,61.32
2010-09-07,9.2075,40.09,63.42,118.76923,58.7,38.28,28.815,75.8,23.96,30.22,51.86,60.55
2010-09-08,9.39,40.07,64.5,120.76923,58.85,39.12,28.915,76.08,23.93,30.46,51.83,60.75
2010-09-09,9.39536,40.69,63.44,122.38461,59.82,40.1,29.145,74.37,24.01,30.84,51.91,61.05
2010-09-10,9.4075,40.19,63.84,122.92308,59.98,39.76,29.26,75.01,23.85,30.82,51.97,61.2
2010-09-13,9.53714,41.22,64.19,125.0,60.32,41.12,29.015,74.57,25.11,30.9,52.21,61.0
2010-09-14,9.57357,40.38,62.76,124.30769,60.58,40.72,28.795,73.94,25.03,30.91,52.66,61.01
2010-09-15,9.65071,40.85,62.73,125.69231,61.05,40.98,28.71,74.71,25.12,31.19,52.86,61.0
2010-09-16,9.8775,40.96,62.58,124.84615,61.29,40.99,28.755,74.8,25.33,31.42,53.15,60.97
2010-09-17,9.83464,41.37,62.95,125.30769,61.57,40.06,28.78,74.32,25.22,31.68,53.01,60.78
2010-09-20,10.11536,43.12,63.72,127.30769,62.09,41.19,28.985,75.11,25.43,32.09,53.54,61.55
2010-09-21,10.13464,42.78,64.23,127.07692,61.94,40.59,29.055,75.51,25.15,32.32,53.57,61.54
2010-09-22,10.27679,42.79,63.9,126.92308,61.97,39.94,29.115,75.13,24.61,32.39,53.82,61.45
2010-09-23,10.31857,42.36,62.65,124.15385,61.81,39.1,28.935,74.64,24.43,32.17,53.65,61.15
2010-09-24,10.44,43.13,64.6,128.15384,62.14,39.75,29.31,75.1,24.78,32.64,54.08,61.75
2010-09-27,10.39857,43.44,63.89,126.38461,62.03,39.08,29.3,74.76,24.73,32.86,53.48,61.71
2010-09-28,10.245,43.69,64.52,126.46154,62.43,38.95,29.55,74.63,24.68,32.72,53.82,62.06
2010-09-29,10.26321,43.01,65.97,125.84615,62.31,38.41,29.38,74.45,24.5,32.66,53.35,61.59
2010-09-30,10.13393,42.03,66.54,125.0,61.96,38.06,29.26,74.51,24.49,32.59,53.52,61.79
2010-10-01,10.09,41.78,66.83,125.84615,61.75,38.81,29.56,74.92,24.38,32.89,53.36,62.54
2010-10-04,9.95143,39.05,66.33,123.84615,61.67,38.95,29.44,74.95,23.91,33.03,53.57,62.19
2010-10-05,10.31929,38.28,68.6,127.0,62.8,39.64,29.83,75.82,24.35,33.57,54.0,63.26
2010-10-06,10.32821,38.02,68.58,130.0,63.21,39.9,29.9,75.56,24.43,33.36,54.56,63.94
2010-10-07,10.32929,37.82,68.46,131.15384,63.22,39.52,29.72,75.86,24.53,32.93,54.36,63.85
2010-10-08,10.5025,37.99,69.23,131.69231,63.23,39.31,29.705,76.1,24.57,32.83,54.41,64.38
2010-10-11,10.54857,37.94,69.99,130.46153,63.3,39.73,29.78,75.59,24.59,33.03,54.61,64.55
2010-10-12,10.66214,38.54,70.22,132.23077,63.29,40.4,29.8,75.58,24.83,32.54,53.92,64.7
2010-10-13,10.71929,39.26,71.47,132.92308,63.58,39.84,29.97,75.75,25.34,32.21,53.82,65.04
2010-10-14,10.79679,39.44,71.36,132.0,63.74,38.72,29.955,77.04,25.23,32.44,53.25,65.3
2010-10-15,11.24071,39.09,70.11,125.38461,63.57,37.15,29.97,77.48,25.54,32.43,53.35,65.19
2010-10-18,11.35714,39.55,70.23,125.0,63.86,38.2,30.0,77.32,25.82,32.59,53.76,66.28
2010-10-19,11.05321,39.31,69.05,123.61539,63.29,37.69,30.17,76.99,25.1,32.16,53.32,65.12
2010-10-20,11.09036,39.73,71.36,123.46154,63.6,38.1,30.575,77.41,25.31,32.64,53.47,66.01
2010-10-21,11.05429,40.27,71.5,123.84615,63.99,37.7,30.735,78.44,25.42,32.52,54.03,66.32
2010-10-22,10.98107,39.03,71.26,123.53846,63.81,37.7,30.805,78.55,25.38,32.09,54.06,66.34
2010-10-25,11.03,39.3,71.66,123.53846,63.98,37.07,30.505,78.7,25.19,32.35,53.95,66.2
2010-10-26,11.00179,40.1,71.3,124.30769,63.84,37.2,30.62,78.76,25.9,32.5,54.56,66.53
2010-10-27,10.99393,40.68,70.86,123.92308,63.57,37.54,30.595,77.48,26.05,32.51,53.87,65.67
2010-10-28,10.90143,41.22,71.27,123.69231,63.56,37.51,30.605,77.48,26.28,32.41,54.08,66.22
2010-10-29,10.74929,41.46,70.64,123.23077,63.74,37.63,30.66,77.77,26.67,32.48,54.17,66.49
2010-11-01,10.86357,41.56,70.48,122.69231,63.69,37.42,30.855,77.88,26.95,32.4,54.31,66.95
2010-11-02,11.04857,42.39,69.78,122.61539,63.88,36.96,30.93,78.4,27.39,32.8,54.79,67.84
2010-11-03,11.17143,42.07,68.94,123.53846,64.19,37.72,30.975,78.5,27.03,32.99,54.91,67.97
2010-11-04,11.36679,43.73,70.85,127.0,64.76,39.8,31.225,79.18,27.14,33.52,55.36,69.38
2010-11-05,11.32607,44.07,71.27,128.69231,64.65,40.94,31.29,79.3,26.85,33.43,55.2,70.0
2010-11-08,11.37929,43.9,70.21,128.53847,64.33,40.51,31.23,79.31,26.81,33.17,54.91,70.32
2010-11-09,11.28857,43.36,69.25,127.84615,64.31,39.9,31.32,79.1,26.95,33.01,55.05,70.63
2010-11-10,11.35821,43.56,67.07,127.30769,63.95,40.62,31.275,79.5,26.94,32.85,54.51,71.13
2010-11-11,11.30893,43.35,65.37,125.76923,63.92,40.02,31.4,79.7,26.68,32.63,54.34,71.83
2010-11-12,11.00107,42.7,63.09,125.0,63.67,39.61,31.46,78.85,26.27,32.56,54.13,70.99
2010-11-15,10.96571,42.7,63.61,124.61539,64.14,40.08,31.48,79.07,26.2,32.77,53.95,70.48
2010-11-16,10.77107,41.93,62.78,122.0,63.14,39.61,31.04,77.42,25.81,32.19,54.26,68.94
2010-11-17,10.73214,41.41,62.5,121.61539,63.06,39.18,31.26,78.37,25.57,32.34,53.77,69.01
2010-11-18,11.01536,42.25,64.61,123.38461,63.83,39.66,31.92,79.02,25.84,32.65,53.98,70.31
2010-11-19,10.95464,42.75,63.59,124.76923,63.83,39.41,32.16,79.64,25.69,32.59,54.39,70.54
2010-11-22,11.19143,42.22,64.03,123.30769,63.62,38.51,32.135,79.52,25.73,32.5,54.38,70.19
2010-11-23,11.02607,41.95,63.6,121.23077,62.87,37.63,31.81,79.01,25.12,32.39,53.67,68.98
2010-11-24,11.24286,43.0,65.41,122.61539,63.29,38.16,32.305,79.48,25.37,32.35,54.01,69.88
2010-11-26,11.25,42.27,64.8,121.53846,62.3,37.5,32.055,78.54,25.25,32.21,53.74,69.23
2010-11-29,11.31679,43.33,64.36,122.84615,61.91,37.91,31.695,78.26,25.31,31.9,53.85,69.45
2010-11-30,11.1125,43.22,63.77,121.76923,61.55,37.4,31.585,78.3,25.26,32.01,54.09,69.56
2010-12-01,11.3,44.3,65.72,125.38461,62.42,38.15,32.35,79.29,26.04,32.35,54.7,71.33
2010-12-02,11.3625,44.98,66.59,128.30769,62.6,39.31,32.45,79.38,26.89,32.74,54.75,71.48
2010-12-03,11.33714,44.88,66.54,129.07692,62.56,39.61,32.25,79.76,27.02,32.9,54.62,71.19
2010-12-06,11.43393,45.0,66.59,128.46153,62.2,39.9,31.995,79.58,26.84,32.89,54.49,71.31
2010-12-07,11.36464,44.78,66.23,131.0,62.31,39.25,32.07,80.34,26.87,32.95,55.09,71.46
2010-12-08,11.46464,45.63,65.18,131.07692,62.45,40.26,32.195,78.74,27.23,32.98,54.49,71.85
2010-12-09,11.42,45.81,64.61,131.76923,62.06,40.81,32.415,77.61,27.08,33.56,54.34,72.0
2010-12-10,11.44857,46.26,64.16,136.30769,61.91,41.43,32.325,77.56,27.34,34.04,54.28,72.18
2010-12-13,11.48821,46.37,63.79,135.53847,61.86,41.51,32.425,77.11,27.25,34.11,54.21,72.36
2010-12-14,11.43893,46.2,64.49,136.07692,62.77,40.79,31.95,77.11,27.62,34.67,54.45,72.18
2010-12-15,11.44143,46.12,64.24,134.53847,62.57,40.21,32.37,76.98,27.85,34.63,54.23,71.85
2010-12-16,11.47321,44.57,64.4,136.69231,62.4,40.01,32.67,76.71,27.99,34.76,54.63,72.22
2010-12-17,11.45036,44.01,65.03,136.15384,62.54,39.67,32.85,76.81,27.9,34.64,54.41,72.17
2010-12-20,11.5075,42.5,63.27,136.15384,62.49,39.95,32.655,76.92,27.81,34.74,53.77,72.22
2010-12-21,11.57857,43.23,64.19,137.69231,62.34,41.0,32.745,76.86,28.07,34.94,53.65,72.72
2010-12-22,11.61286,42.81,64.61,138.92308,62.02,42.16,32.795,77.01,28.19,35.18,53.31,72.8
2010-12-23,11.55714,42.77,65.06,138.76923,62.25,42.08,32.79,76.96,28.3,35.44,53.6,73.2
2010-12-27,11.59571,43.05,64.75,139.92308,61.93,42.67,32.535,76.43,28.07,35.5,53.57,73.01
2010-12-28,11.62393,42.79,64.86,140.92308,62.05,42.61,32.68,76.43,28.01,35.62,53.74,73.42
2010-12-29,11.6175,42.86,65.05,140.53847,62.13,42.36,32.725,76.99,27.97,35.58,54.08,73.37
2010-12-30,11.55929,42.51,65.01,139.92308,61.94,42.23,32.75,76.76,27.85,35.56,54.07,73.36
2010-12-31,11.52,42.92,65.26,140.69231,61.85,42.42,32.885,76.76,27.91,35.78,53.93,73.12
2011-01-03,11.77036,43.4,66.4,140.61539,62.82,43.58,32.61,76.6,27.98,36.43,54.56,74.55
2011-01-04,11.83179,43.95,66.94,143.15384,63.35,44.16,31.935,74.31,28.09,37.16,54.77,74.9
2011-01-05,11.92857,45.04,67.48,143.38461,63.31,44.7,31.745,74.66,28.0,37.67,54.41,74.7
2011-01-06,11.91893,44.73,68.8,142.76923,63.21,44.48,31.515,74.21,28.82,36.23,53.96,75.18
2011-01-07,12.00429,44.36,69.38,141.76923,62.6,43.64,31.46,74.37,28.6,35.93,54.08,75.59
2011-01-10,12.23036,44.46,69.09,142.38461,62.16,43.4,31.53,73.56,28.22,35.92,53.73,75.13
2011-01-11,12.20143,45.04,68.96,143.30769,62.27,43.6,31.345,73.9,28.11,35.36,54.29,75.69
2011-01-12,12.30071,45.0,70.15,143.61539,62.5,44.71,31.52,73.6,28.55,35.47,54.85,76.58
2011-01-13,12.34571,45.06,69.83,143.07692,62.91,44.45,31.7,72.67,28.19,35.8,54.79,76.71
2011-01-14,12.44571,46.25,70.07,144.76923,62.55,44.91,31.565,74.06,28.3,35.46,54.81,77.84
2011-01-18,12.16607,46.37,72.47,143.07692,62.1,44.75,31.74,74.68,28.66,34.36,55.14,78.71
2011-01-19,12.10143,45.24,71.73,141.0,62.56,43.71,31.71,75.35,28.47,34.6,55.03,78.24
2011-01-20,11.88143,45.27,71.12,141.76923,62.86,44.75,31.465,75.16,28.35,34.61,55.99,77.75
2011-01-21,11.66857,46.0,71.68,151.84616,62.66,45.29,31.385,75.01,28.02,34.95,55.73,78.98
2011-01-24,12.05179,45.79,72.73,154.15384,62.22,45.02,31.625,75.38,28.38,35.24,56.05,78.59
2011-01-25,12.19286,44.8,72.24,153.69231,61.08,44.87,31.48,75.48,28.45,35.79,57.26,78.68
2011-01-26,12.28036,44.46,70.02,153.23077,60.6,44.98,31.48,75.17,28.78,36.4,57.32,79.66
2011-01-27,12.2575,44.54,70.56,156.0,60.68,45.1,31.35,74.35,28.87,36.49,57.57,79.88
2011-01-28,12.00357,43.86,69.23,155.38461,60.01,44.54,31.105,73.28,27.75,35.63,56.7,78.99
2011-01-31,12.11857,43.38,69.48,154.92308,59.77,44.94,31.425,73.67,27.73,35.62,56.07,80.68
2011-02-01,12.3225,43.6,70.29,160.0,60.63,45.93,31.525,73.47,27.99,36.27,56.33,83.91
2011-02-02,12.29714,43.72,71.0,159.30769,60.62,45.45,31.43,73.64,27.94,36.16,55.86,83.41
2011-02-03,12.26571,43.53,70.98,159.61539,60.8,45.46,31.285,73.83,27.65,36.38,55.92,83.44
2011-02-04,12.375,43.82,71.38,158.15384,60.84,44.59,31.28,74.05,27.77,36.31,56.03,83.28
2011-02-07,12.56714,44.82,71.93,160.53847,60.87,45.5,31.26,73.45,28.2,36.02,56.07,83.93
2011-02-08,12.68571,45.88,72.71,163.69231,60.94,45.74,31.435,75.36,28.28,36.34,56.38,82.98
2011-02-09,12.79143,45.72,72.63,163.92308,60.88,45.11,31.575,75.93,27.97,36.68,56.73,82.55
2011-02-10,12.66214,46.57,72.66,163.61539,60.93,45.53,31.77,75.76,27.5,36.42,55.59,83.2
2011-02-11,12.74464,46.75,72.14,164.07692,60.7,46.57,31.785,76.14,27.25,36.39,55.69,82.82
2011-02-14,12.82786,46.52,72.26,165.38461,60.7,46.54,31.57,76.24,27.23,35.9,54.8,84.91
2011-02-15,12.85357,46.19,71.4,165.07692,60.62,46.82,31.595,76.15,26.96,36.46,54.95,82.97
2011-02-16,12.96893,46.86,72.48,164.92308,60.52,47.94,31.7,76.02,27.02,36.17,54.55,83.69
2011-02-17,12.79643,45.78,72.24,165.53847,60.79,47.82,32.275,75.98,27.21,36.37,54.75,83.88
2011-02-18,12.52,45.53,73.04,164.92308,61.11,48.0,32.275,76.13,27.06,36.62,55.38,84.5
2011-02-22,12.09321,44.29,70.93,160.15384,60.65,46.01,31.88,75.7,26.59,36.0,53.67,85.44
2011-02-23,12.23643,43.44,70.23,156.69231,60.39,45.96,31.955,75.19,26.59,35.81,53.03,87.07
2011-02-24,12.24571,43.56,70.76,158.30769,60.25,45.91,31.94,75.21,26.77,35.58,52.09,85.97
2011-02-25,12.43429,43.53,72.3,160.15384,59.64,46.68,32.155,74.44,26.55,35.97,51.75,85.34
2011-02-28,12.61464,43.57,72.01,160.92308,61.44,46.69,31.96,75.68,26.58,36.92,51.98,85.53
2011-03-01,12.47536,43.15,70.12,155.76923,60.7,45.6,32.455,74.89,26.16,36.02,52.07,84.8
2011-03-02,12.57571,43.02,69.57,156.30769,60.81,45.21,32.215,74.69,26.08,36.34,51.97,85.08
2011-03-03,12.84143,44.3,71.71,159.61539,61.05,46.08,32.785,76.24,26.2,36.36,52.01,85.82
2011-03-04,12.85714,43.72,71.8,156.69231,61.06,45.52,32.605,76.03,25.95,36.08,52.07,85.08
2011-03-07,12.69143,43.71,70.88,156.76923,60.4,45.19,32.61,76.29,25.72,36.01,52.02,84.72
2011-03-08,12.70571,45.24,72.04,158.69231,60.71,46.4,32.82,75.54,25.91,36.48,52.44,84.6
2011-03-09,12.58821,45.05,72.09,158.69231,60.4,46.56,32.81,75.78,25.89,36.65,52.67,84.38
2011-03-10,12.38107,44.02,71.29,154.61539,59.61,45.53,32.645,76.68,25.41,36.4,52.65,81.38
2011-03-11,12.57107,44.28,71.64,156.61539,59.69,45.74,32.405,76.73,25.68,35.85,52.59,82.12
2011-03-14,12.62714,43.91,70.74,153.23077,59.13,45.3,31.97,75.67,25.69,35.18,52.32,82.38
2011-03-15,12.33679,43.64,69.69,150.84616,58.48,44.61,31.515,75.12,25.39,34.87,52.06,81.39
2011-03-16,11.78607,42.36,67.69,145.76923,57.66,43.81,30.8,73.38,24.79,34.3,51.38,79.31
2011-03-17,11.95143,43.42,68.3,147.84616,58.13,44.56,31.14,73.4,24.78,35.33,51.37,81.16
2011-03-18,11.80964,44.17,69.1,148.07692,58.57,45.74,31.35,72.99,24.8,35.84,51.52,80.85
2011-03-21,12.11786,44.32,71.2,151.69231,58.83,45.63,31.785,73.76,25.33,36.46,51.92,82.84
2011-03-22,12.18571,44.75,71.85,149.92308,58.79,45.47,31.755,73.87,25.3,36.95,52.0,82.56
2011-03-23,12.11393,45.02,72.72,150.23077,58.72,45.6,32.135,74.53,25.54,36.98,51.64,82.6
2011-03-24,12.32036,45.59,72.76,152.15384,59.03,45.73,32.345,74.93,25.81,37.18,52.59,82.73
2011-03-25,12.555,45.59,73.34,151.92308,58.98,45.86,32.61,75.25,25.62,37.29,52.35,83.62
2011-03-28,12.51571,45.72,73.3,151.92308,59.24,45.96,32.515,75.0,25.41,37.75,52.19,83.47
2011-03-29,12.53429,45.65,73.62,152.76923,59.22,46.02,32.86,75.37,25.49,38.29,52.26,83.25
2011-03-30,12.45107,45.91,73.8,154.69231,59.38,46.45,33.02,75.81,25.61,38.46,52.36,84.49
2011-03-31,12.44679,45.2,73.93,154.23077,59.25,46.1,33.17,76.09,25.39,38.54,52.05,84.13
2011-04-01,12.30571,45.36,74.01,156.46153,59.49,46.35,33.61,75.99,25.48,38.47,52.13,84.68
2011-04-04,12.18536,45.42,73.95,157.92308,60.15,46.34,33.83,76.39,25.55,38.61,52.65,84.87
2011-04-05,12.10321,45.42,73.23,156.38461,59.8,46.58,33.735,76.6,25.78,38.38,52.74,85.42
2011-04-06,12.07286,46.28,73.72,158.07692,59.66,47.64,33.815,76.72,26.15,37.85,52.98,85.18
